return_id,order_id,customer_id,sku_id,category,sub_category,brand_tier,city,return_date,return_month,days_to_return,return_reason,return_reason_group,refund_amount,reverse_logistics_cost,total_loss,resolution_days,refund_mode,customer_segment,delivery_slot,sla_breached,is_perishable,order_total_paid,dark_store_id,delivery_agent_id
RET0001725,ORD0008327,CUS010143,SKU1017,Fruits & Vegetables,Leafy Greens,Budget,Delhi,2023-02-21,2023-02,0,Damaged Product,Logistics,150.44,50.41,200.85,5,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,173.22,DS006,DA0037
RET0001726,ORD0008328,CUS007417,SKU1255,Beverages,Tea & Coffee,Mid,Mumbai,2024-06-21,2024-06,0,Damaged Product,Logistics,380.92,56.47,437.39,3,Bank Transfer,Champion,Evening (3–6 PM),0,0,388.5,DS021,DA0091
RET0001727,ORD0008346,CUS004728,SKU1013,Fruits & Vegetables,Exotic Vegetables,Mid,Delhi,2023-03-13,2023-03,1,Other,Customer,127.15,60.64,187.79,3,Original Payment Method,Champion,Night (9 PM–12 AM),0,1,136.17,DS001,DA0141
RET0001728,ORD0008348,CUS010852,SKU1179,Bakery & Bread,Cakes & Pastries,Mid,Mumbai,2023-06-12,2023-06,0,Wrong Item Delivered,Logistics,231.86,33.68,265.54,10,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,279.12,DS009,DA0137
RET0001729,ORD0008360,CUS000738,SKU1229,Snacks & Namkeen,Energy Bars,Mid,Mumbai,2023-02-17,2023-02,1,Expired or Near-Expiry,Quality,69.29,77.73,147.02,2,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,71.91,DS007,DA0168
RET0001730,ORD0008361,CUS003805,SKU1176,Bakery & Bread,Cakes & Pastries,Premium,Ahmedabad,2024-03-29,2024-03,0,Damaged Product,Logistics,131.75,43.85,175.6,2,Original Payment Method,Champion,Evening (3–6 PM),0,0,144.6,DS001,DA0002
RET0001731,ORD0008364,CUS002135,SKU1334,Personal Care,Deodorants,Budget,Delhi,2024-05-31,2024-05,6,Damaged Product,Logistics,287.96,66.76,354.72,3,Original Payment Method,Champion,Afternoon (12–3 PM),1,0,348.2,DS002,DA0198
RET0001732,ORD0008375,CUS015031,SKU1062,Dairy & Eggs,Butter,Budget,Delhi,2022-08-19,2022-08,0,Expired or Near-Expiry,Quality,64.53,75.08,139.61,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,74.2,DS022,DA0135
RET0001733,ORD0008383,CUS011640,SKU1097,Meat & Seafood,Fish,Mid,Bengaluru,2022-12-02,2022-12,1,Quality Not as Expected,Quality,341.89,78.07,419.96,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,383.74,DS021,DA0065
RET0001734,ORD0008392,CUS003633,SKU1154,Frozen Foods,Frozen Meat,Mid,Mumbai,2022-10-05,2022-10,2,Item Missing in Order,Logistics,706.89,82.47,789.36,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,803.7,DS017,DA0114
RET0001735,ORD0008401,CUS016826,SKU1349,Household Essentials,Cleaning Liquids,Budget,Delhi,2023-11-24,2023-11,2,Damaged Product,Logistics,121.33,74.36,195.69,5,Wallet Credit,Champion,Afternoon (12–3 PM),0,0,121.52,DS002,DA0196
RET0001736,ORD0008404,CUS016153,SKU1132,Frozen Foods,Ready to Cook,Premium,Mumbai,2023-04-26,2023-04,2,Damaged Product,Logistics,772.25,30.65,802.9,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,864.76,DS021,DA0081
RET0001737,ORD0008407,CUS003560,SKU1186,Bakery & Bread,Muffins,Mid,Ahmedabad,2023-07-04,2023-07,5,Damaged Product,Logistics,259.49,76.76,336.25,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,266.67,DS010,DA0054
RET0001738,ORD0008411,CUS009487,SKU1248,Beverages,Energy Drinks,Premium,Ahmedabad,2022-09-09,2022-09,4,Damaged Product,Logistics,398.87,41.18,440.05,0,Original Payment Method,Champion,Evening (3–6 PM),0,0,433.45,DS017,DA0105
RET0001739,ORD0008413,CUS008488,SKU1116,Frozen Foods,Ice Cream,Mid,Kolkata,2024-07-01,2024-07,5,Item Missing in Order,Logistics,331.2,57.41,388.61,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,393.24,DS006,DA0175
RET0001740,ORD0008431,CUS004220,SKU1132,Frozen Foods,Ready to Cook,Premium,Mumbai,2023-06-08,2023-06,0,Expired or Near-Expiry,Quality,207.94,71.41,279.35,0,Wallet Credit,Champion,Evening (3–6 PM),0,1,222.66,DS011,DA0083
RET0001741,ORD0008434,CUS010979,SKU1065,Dairy & Eggs,Butter,Mid,Delhi,2023-07-20,2023-07,1,Damaged Product,Logistics,69.34,39.19,108.53,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,78.03,DS014,DA0080
RET0001742,ORD0008436,CUS016704,SKU1403,Baby Care,Baby Wipes,Premium,Ahmedabad,2022-07-17,2022-07,1,Changed Mind,Customer,1186.61,66.09,1252.7,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,1207.92,DS012,DA0193
RET0001743,ORD0008440,CUS017632,SKU1281,Staples & Grains,Atta & Flour,Budget,Pune,2022-09-05,2022-09,3,Damaged Product,Logistics,158.92,58.5,217.42,0,Bank Transfer,Champion,Prime Evening (6–9 PM),0,0,165.07,DS013,DA0200
RET0001744,ORD0008450,CUS003145,SKU1414,Baby Care,Baby Accessories,Premium,Chennai,2024-03-15,2024-03,3,Damaged Product,Logistics,404.12,68.41,472.53,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,477.8,DS020,DA0061
RET0001745,ORD0008453,CUS004007,SKU1341,Personal Care,Feminine Hygiene,Budget,Chennai,2024-05-12,2024-05,1,Expired or Near-Expiry,Quality,1593.45,64.4,1657.85,2,Bank Transfer,Champion,Evening (3–6 PM),1,0,1682.9,DS019,DA0122
RET0001746,ORD0008455,CUS015690,SKU1012,Fruits & Vegetables,Exotic Vegetables,Budget,Delhi,2024-03-16,2024-03,1,Wrong Item Delivered,Logistics,88.37,77.26,165.63,2,Bank Transfer,Champion,Prime Evening (6–9 PM),0,1,89.35,DS007,DA0162
RET0001747,ORD0008457,CUS008948,SKU1233,Snacks & Namkeen,Energy Bars,Premium,Mumbai,2023-07-28,2023-07,0,Expired or Near-Expiry,Quality,116.23,49.82,166.05,5,Wallet Credit,Champion,Afternoon (12–3 PM),0,0,132.04,DS023,DA0162
RET0001748,ORD0008459,CUS006787,SKU1233,Snacks & Namkeen,Energy Bars,Premium,Delhi,2024-06-07,2024-06,1,Damaged Product,Logistics,87.5,49.06,136.56,3,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,96.22,DS001,DA0027
RET0001749,ORD0008463,CUS017776,SKU1108,Meat & Seafood,Other Seafood,Mid,Kolkata,2024-03-20,2024-03,1,Expired or Near-Expiry,Quality,327.81,46.39,374.2,3,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,348.69,DS015,DA0019
RET0001750,ORD0008469,CUS009054,SKU1152,Frozen Foods,Frozen Meat,Budget,Hyderabad,2024-03-30,2024-03,3,Damaged Product,Logistics,171.91,68.52,240.43,0,Wallet Credit,Champion,Night (9 PM–12 AM),1,1,199.5,DS019,DA0010
RET0001751,ORD0008473,CUS007842,SKU1033,Fruits & Vegetables,Herbs & Seasonings,Budget,Chennai,2022-08-01,2022-08,3,Damaged Product,Logistics,264.18,78.84,343.02,1,Wallet Credit,Champion,Afternoon (12–3 PM),0,1,303.2,DS007,DA0087
RET0001752,ORD0008482,CUS003455,SKU1445,Pet Care,Pet Treats,Budget,Mumbai,2024-06-10,2024-06,0,Damaged Product,Logistics,235.51,65.2,300.71,1,Original Payment Method,Champion,Evening (3–6 PM),0,0,252.63,DS024,DA0010
RET0001753,ORD0008505,CUS005562,SKU1033,Fruits & Vegetables,Herbs & Seasonings,Budget,Chennai,2022-12-22,2022-12,7,Duplicate Order,Customer,81.58,28.69,110.27,5,Bank Transfer,Champion,Night (9 PM–12 AM),0,1,81.63,DS020,DA0083
RET0001754,ORD0008506,CUS000699,SKU1384,Baby Care,Diapers,Mid,Mumbai,2022-09-04,2022-09,1,Changed Mind,Customer,1050.16,31.64,1081.8,2,Wallet Credit,Champion,Morning (9 AM–12 PM),0,0,1189.35,DS003,DA0036
RET0001755,ORD0008517,CUS010074,SKU1028,Fruits & Vegetables,Root Vegetables,Mid,Mumbai,2022-10-14,2022-10,1,Other,Customer,244.34,61.21,305.55,3,Wallet Credit,Champion,Evening (3–6 PM),0,1,261.39,DS014,DA0142
RET0001756,ORD0008521,CUS003993,SKU1066,Dairy & Eggs,Curd & Yogurt,Mid,Kolkata,2022-11-10,2022-11,1,Damaged Product,Logistics,171.56,42.77,214.33,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,182.61,DS016,DA0083
RET0001757,ORD0008523,CUS006417,SKU1195,Bakery & Bread,Rusks & Toasts,Budget,Chennai,2022-10-14,2022-10,2,Wrong Item Delivered,Logistics,64.38,36.86,101.24,1,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,67.49,DS002,DA0146
RET0001758,ORD0008524,CUS015212,SKU1315,Personal Care,Hair Care,Budget,Bengaluru,2024-04-04,2024-04,0,Damaged Product,Logistics,197.83,28.87,226.7,0,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,215.26,DS012,DA0078
RET0001759,ORD0008533,CUS010555,SKU1101,Meat & Seafood,Prawns & Shrimp,Budget,Delhi,2023-07-19,2023-07,4,Damaged Product,Logistics,331.42,48.16,379.58,3,Bank Transfer,Champion,Afternoon (12–3 PM),0,1,398.72,DS018,DA0027
RET0001760,ORD0008538,CUS006046,SKU1187,Bakery & Bread,Muffins,Budget,Mumbai,2022-11-21,2022-11,1,Damaged Product,Logistics,124.4,57.16,181.56,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,140.94,DS003,DA0147
RET0001761,ORD0008545,CUS001950,SKU1278,Staples & Grains,Atta & Flour,Premium,Mumbai,2022-08-27,2022-08,1,Damaged Product,Logistics,106.6,73.97,180.57,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,115.06,DS005,DA0067
RET0001762,ORD0008552,CUS010844,SKU1151,Frozen Foods,Frozen Meat,Mid,Hyderabad,2023-05-06,2023-05,0,Damaged Product,Logistics,327.03,61.07,388.1,3,Wallet Credit,Champion,Morning (9 AM–12 PM),1,1,384.9,DS013,DA0024
RET0001763,ORD0008560,CUS008058,SKU1036,Fruits & Vegetables,Herbs & Seasonings,Mid,Chennai,2022-11-05,2022-11,1,Expired or Near-Expiry,Quality,744.77,76.26,821.03,1,Wallet Credit,Champion,Evening (3–6 PM),0,1,748.08,DS015,DA0030
RET0001764,ORD0008563,CUS000155,SKU1154,Frozen Foods,Frozen Meat,Mid,Kolkata,2023-04-13,2023-04,1,Quality Not as Expected,Quality,270.07,66.91,336.98,1,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,279.28,DS018,DA0076
RET0001765,ORD0008574,CUS017974,SKU1248,Beverages,Energy Drinks,Premium,Mumbai,2023-02-11,2023-02,3,Duplicate Order,Customer,57.19,74.19,131.38,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,66.16,DS025,DA0122
RET0001766,ORD0008578,CUS007746,SKU1421,Pet Care,Dog Food,Budget,Chennai,2023-07-20,2023-07,3,Quality Not as Expected,Quality,500.38,75.72,576.1,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,583.6,DS018,DA0093
RET0001767,ORD0008582,CUS003651,SKU1189,Bakery & Bread,Rusks & Toasts,Premium,Mumbai,2023-07-06,2023-07,3,Expired or Near-Expiry,Quality,204.67,70.78,275.45,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,229.08,DS018,DA0121
RET0001768,ORD0008590,CUS006169,SKU1428,Pet Care,Dog Food,Premium,Pune,2023-01-15,2023-01,3,Quality Not as Expected,Quality,210.38,84.0,294.38,3,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,226.41,DS016,DA0083
RET0001769,ORD0008593,CUS007457,SKU1248,Beverages,Energy Drinks,Premium,Mumbai,2024-06-04,2024-06,3,Changed Mind,Customer,79.08,67.25,146.33,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,87.86,DS021,DA0062
RET0001770,ORD0008597,CUS002575,SKU1123,Frozen Foods,Ice Cream,Budget,Mumbai,2024-01-06,2024-01,5,Expired or Near-Expiry,Quality,192.6,74.43,267.03,0,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,196.93,DS012,DA0066
RET0001771,ORD0008600,CUS004951,SKU1393,Baby Care,Baby Food,Budget,Mumbai,2023-07-24,2023-07,2,Wrong Item Delivered,Logistics,223.75,38.4,262.15,3,Wallet Credit,Champion,Evening (3–6 PM),1,0,261.1,DS021,DA0053
RET0001772,ORD0008607,CUS013194,SKU1018,Fruits & Vegetables,Leafy Greens,Mid,Hyderabad,2023-07-19,2023-07,6,Expired or Near-Expiry,Quality,167.36,48.76,216.12,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,193.66,DS007,DA0184
RET0001773,ORD0008617,CUS009160,SKU1093,Meat & Seafood,Fish,Mid,Bengaluru,2023-09-18,2023-09,5,Expired or Near-Expiry,Quality,240.69,58.11,298.8,1,Wallet Credit,Champion,Evening (3–6 PM),0,1,258.03,DS020,DA0165
RET0001774,ORD0008619,CUS005073,SKU1180,Bakery & Bread,Muffins,Mid,Hyderabad,2022-08-25,2022-08,1,Quality Not as Expected,Quality,38.97,47.75,86.72,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,46.04,DS007,DA0134
RET0001775,ORD0008631,CUS000336,SKU1061,Dairy & Eggs,Butter,Mid,Delhi,2024-02-18,2024-02,1,Expired or Near-Expiry,Quality,43.25,63.71,106.96,0,Original Payment Method,Champion,Afternoon (12–3 PM),1,1,51.49,DS004,DA0077
RET0001776,ORD0008633,CUS014452,SKU1191,Bakery & Bread,Rusks & Toasts,Budget,Delhi,2023-11-18,2023-11,5,Damaged Product,Logistics,43.07,45.15,88.22,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,51.06,DS015,DA0092
RET0001777,ORD0008640,CUS015007,SKU1458,Pet Care,Pet Accessories,Premium,Hyderabad,2024-03-21,2024-03,2,Damaged Product,Logistics,252.73,70.7,323.43,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,268.71,DS013,DA0121
RET0001778,ORD0008645,CUS009793,SKU1257,Beverages,Tea & Coffee,Budget,Delhi,2023-04-15,2023-04,2,Wrong Item Delivered,Logistics,208.73,83.04,291.77,2,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,210.48,DS009,DA0027
RET0001779,ORD0008646,CUS008187,SKU1182,Bakery & Bread,Muffins,Budget,Delhi,2022-11-07,2022-11,0,Damaged Product,Logistics,193.55,65.44,258.99,7,Wallet Credit,Champion,Afternoon (12–3 PM),0,0,223.5,DS018,DA0088
RET0001780,ORD0008655,CUS004168,SKU1258,Beverages,Tea & Coffee,Mid,Bengaluru,2022-09-20,2022-09,4,Damaged Product,Logistics,159.17,32.73,191.9,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,175.2,DS008,DA0126
RET0001781,ORD0008658,CUS010162,SKU1276,Staples & Grains,Rice,Premium,Mumbai,2023-02-13,2023-02,1,Quality Not as Expected,Quality,140.89,69.44,210.33,1,Wallet Credit,Champion,Early Morning (6–9 AM),0,0,144.64,DS012,DA0112
RET0001782,ORD0008660,CUS007828,SKU1064,Dairy & Eggs,Butter,Mid,Delhi,2023-02-07,2023-02,0,Expired or Near-Expiry,Quality,291.18,42.26,333.44,1,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,311.2,DS013,DA0089
RET0001783,ORD0008662,CUS017422,SKU1112,Meat & Seafood,Other Seafood,Budget,Bengaluru,2023-10-30,2023-10,3,Wrong Item Delivered,Logistics,254.8,76.46,331.26,1,Original Payment Method,Champion,Early Morning (6–9 AM),0,1,286.34,DS022,DA0041
RET0001784,ORD0008667,CUS011766,SKU1110,Meat & Seafood,Other Seafood,Mid,Hyderabad,2023-12-16,2023-12,1,Expired or Near-Expiry,Quality,206.1,41.53,247.63,1,Wallet Credit,Champion,Early Morning (6–9 AM),0,1,245.77,DS021,DA0014
RET0001785,ORD0008669,CUS001271,SKU1059,Dairy & Eggs,Eggs,Mid,Delhi,2024-04-16,2024-04,0,Damaged Product,Logistics,68.17,29.57,97.74,0,Bank Transfer,Champion,Prime Evening (6–9 PM),0,1,75.7,DS004,DA0153
RET0001786,ORD0008670,CUS016332,SKU1417,Baby Care,Baby Accessories,Mid,Delhi,2022-07-20,2022-07,6,Damaged Product,Logistics,357.04,48.04,405.08,3,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,360.32,DS008,DA0098
RET0001787,ORD0008674,CUS007990,SKU1104,Meat & Seafood,Prawns & Shrimp,Mid,Mumbai,2023-06-27,2023-06,1,Wrong Item Delivered,Logistics,247.49,57.87,305.36,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,260.55,DS014,DA0173
RET0001788,ORD0008675,CUS016280,SKU1233,Snacks & Namkeen,Energy Bars,Premium,Bengaluru,2023-03-30,2023-03,0,Expired or Near-Expiry,Quality,163.76,68.35,232.11,0,Wallet Credit,Champion,Evening (3–6 PM),0,0,182.56,DS011,DA0118
RET0001789,ORD0008677,CUS003902,SKU1024,Fruits & Vegetables,Leafy Greens,Budget,Delhi,2023-05-07,2023-05,1,Damaged Product,Logistics,158.87,80.51,239.38,2,Wallet Credit,Champion,Evening (3–6 PM),1,1,190.08,DS020,DA0066
RET0001790,ORD0008679,CUS004229,SKU1048,Dairy & Eggs,Cheese,Mid,Mumbai,2024-03-31,2024-03,0,Damaged Product,Logistics,66.03,58.32,124.35,0,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,68.04,DS022,DA0157
RET0001791,ORD0008681,CUS010689,SKU1315,Personal Care,Hair Care,Budget,Chennai,2022-10-21,2022-10,2,Item Missing in Order,Logistics,194.04,70.67,264.71,1,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,215.5,DS010,DA0126
RET0001792,ORD0008682,CUS005233,SKU1455,Pet Care,Pet Accessories,Budget,Kolkata,2022-11-02,2022-11,3,Expired or Near-Expiry,Quality,268.9,44.55,313.45,2,Wallet Credit,Champion,Afternoon (12–3 PM),1,0,327.48,DS017,DA0075
RET0001793,ORD0008687,CUS002350,SKU1147,Frozen Foods,Frozen Snacks,Budget,Delhi,2022-11-16,2022-11,0,Damaged Product,Logistics,164.44,30.48,194.92,3,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,197.9,DS010,DA0033
RET0001794,ORD0008690,CUS003435,SKU1132,Frozen Foods,Ready to Cook,Premium,Hyderabad,2023-01-18,2023-01,1,Damaged Product,Logistics,308.86,36.17,345.03,3,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,342.7,DS025,DA0001
RET0001795,ORD0008692,CUS012201,SKU1052,Dairy & Eggs,Paneer,Budget,Mumbai,2023-07-08,2023-07,0,Wrong Item Delivered,Logistics,138.04,31.85,169.89,5,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,140.52,DS007,DA0110
RET0001796,ORD0008703,CUS017140,SKU1121,Frozen Foods,Ice Cream,Budget,Hyderabad,2024-06-20,2024-06,1,Expired or Near-Expiry,Quality,633.74,56.68,690.42,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,650.12,DS017,DA0092
RET0001797,ORD0008706,CUS012039,SKU1090,Meat & Seafood,Mutton,Budget,Kolkata,2023-12-08,2023-12,6,Quality Not as Expected,Quality,2003.37,70.14,2073.51,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,2184.42,DS021,DA0006
RET0001798,ORD0008716,CUS009101,SKU1449,Pet Care,Pet Treats,Premium,Kolkata,2023-05-07,2023-05,5,Wrong Item Delivered,Logistics,1437.34,46.76,1484.1,2,Wallet Credit,Champion,Early Morning (6–9 AM),0,0,1542.0,DS024,DA0103
RET0001799,ORD0008717,CUS000492,SKU1194,Bakery & Bread,Rusks & Toasts,Mid,Hyderabad,2024-06-08,2024-06,0,Damaged Product,Logistics,72.79,74.09,146.88,0,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,74.39,DS023,DA0022
RET0001800,ORD0008721,CUS012003,SKU1169,Bakery & Bread,Biscuits & Cookies,Mid,Pune,2024-03-13,2024-03,2,Damaged Product,Logistics,88.24,73.62,161.86,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,102.74,DS018,DA0127
RET0001801,ORD0008727,CUS006403,SKU1132,Frozen Foods,Ready to Cook,Premium,Delhi,2022-12-25,2022-12,3,Expired or Near-Expiry,Quality,856.22,32.08,888.3,5,Wallet Credit,Champion,Prime Evening (6–9 PM),1,1,988.12,DS008,DA0092
RET0001802,ORD0008730,CUS006396,SKU1291,Staples & Grains,Cooking Oil,Mid,Hyderabad,2023-02-04,2023-02,5,Damaged Product,Logistics,523.7,68.86,592.56,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,600.35,DS011,DA0195
RET0001803,ORD0008735,CUS006094,SKU1132,Frozen Foods,Ready to Cook,Premium,Mumbai,2023-02-13,2023-02,1,Wrong Item Delivered,Logistics,300.24,71.46,371.7,3,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,343.88,DS001,DA0097
RET0001804,ORD0008738,CUS017496,SKU1275,Staples & Grains,Rice,Premium,Chennai,2022-12-21,2022-12,4,Wrong Item Delivered,Logistics,124.05,59.39,183.44,0,Wallet Credit,Champion,Morning (9 AM–12 PM),0,0,124.21,DS019,DA0175
RET0001805,ORD0008739,CUS011530,SKU1105,Meat & Seafood,Prawns & Shrimp,Mid,Mumbai,2023-08-02,2023-08,0,Quality Not as Expected,Quality,404.88,64.61,469.49,5,Original Payment Method,Champion,Early Morning (6–9 AM),0,1,481.94,DS007,DA0130
RET0001806,ORD0008740,CUS002949,SKU1142,Frozen Foods,Frozen Snacks,Premium,Mumbai,2023-09-04,2023-09,0,Expired or Near-Expiry,Quality,117.68,79.1,196.78,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,135.78,DS016,DA0164
RET0001807,ORD0008742,CUS004039,SKU1154,Frozen Foods,Frozen Meat,Mid,Bengaluru,2023-10-23,2023-10,5,Damaged Product,Logistics,364.14,79.38,443.52,3,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,373.9,DS019,DA0010
RET0001808,ORD0008751,CUS003452,SKU1307,Staples & Grains,Spices,Mid,Bengaluru,2024-02-09,2024-02,5,Quality Not as Expected,Quality,178.36,51.79,230.15,7,Original Payment Method,Champion,Evening (3–6 PM),0,0,178.61,DS008,DA0042
RET0001809,ORD0008760,CUS013301,SKU1307,Staples & Grains,Spices,Mid,Delhi,2024-06-27,2024-06,1,Damaged Product,Logistics,158.99,33.44,192.43,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,169.06,DS002,DA0023
RET0001810,ORD0008763,CUS011796,SKU1126,Frozen Foods,Frozen Vegetables,Budget,Chennai,2023-04-16,2023-04,0,Damaged Product,Logistics,342.63,73.77,416.4,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,377.08,DS021,DA0060
RET0001811,ORD0008764,CUS015553,SKU1373,Household Essentials,Fresheners,Mid,Pune,2023-05-11,2023-05,4,Duplicate Order,Customer,100.68,43.68,144.36,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,114.41,DS001,DA0128
RET0001812,ORD0008779,CUS001283,SKU1156,Bakery & Bread,Bread & Buns,Premium,Mumbai,2022-11-19,2022-11,0,Changed Mind,Customer,180.33,30.08,210.41,2,Original Payment Method,Champion,Afternoon (12–3 PM),0,0,182.85,DS018,DA0123
RET0001813,ORD0008786,CUS016126,SKU1439,Pet Care,Cat Food,Mid,Delhi,2023-11-30,2023-11,0,Changed Mind,Customer,256.49,46.49,302.98,1,Original Payment Method,Champion,Evening (3–6 PM),0,0,285.61,DS014,DA0156
RET0001814,ORD0008795,CUS001008,SKU1136,Frozen Foods,Ready to Cook,Mid,Chennai,2023-07-03,2023-07,4,Expired or Near-Expiry,Quality,145.02,51.69,196.71,5,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,175.16,DS024,DA0116
RET0001815,ORD0008800,CUS017434,SKU1458,Pet Care,Pet Accessories,Premium,Bengaluru,2023-10-10,2023-10,4,Expired or Near-Expiry,Quality,494.73,44.62,539.35,0,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,586.26,DS014,DA0153
RET0001816,ORD0008803,CUS010879,SKU1151,Frozen Foods,Frozen Meat,Mid,Bengaluru,2022-08-18,2022-08,4,Damaged Product,Logistics,447.02,77.43,524.45,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,466.0,DS018,DA0169
RET0001817,ORD0008812,CUS013794,SKU1260,Beverages,Health Drinks,Budget,Pune,2024-02-04,2024-02,1,Wrong Item Delivered,Logistics,114.07,34.12,148.19,0,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,132.92,DS009,DA0029
RET0001818,ORD0008813,CUS011177,SKU1120,Frozen Foods,Ice Cream,Budget,Delhi,2022-08-10,2022-08,4,Quality Not as Expected,Quality,367.93,33.24,401.17,1,Bank Transfer,Champion,Afternoon (12–3 PM),0,1,413.67,DS007,DA0015
RET0001819,ORD0008826,CUS007368,SKU1233,Snacks & Namkeen,Energy Bars,Premium,Hyderabad,2022-08-30,2022-08,7,Damaged Product,Logistics,94.35,31.48,125.83,1,Wallet Credit,Champion,Evening (3–6 PM),1,0,100.98,DS010,DA0021
RET0001820,ORD0008837,CUS017583,SKU1149,Frozen Foods,Frozen Meat,Budget,Delhi,2023-03-23,2023-03,3,Expired or Near-Expiry,Quality,155.83,59.89,215.72,0,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,157.0,DS011,DA0081
RET0001821,ORD0008848,CUS010986,SKU1399,Baby Care,Baby Wipes,Mid,Hyderabad,2022-12-15,2022-12,1,Expired or Near-Expiry,Quality,1454.34,64.9,1519.24,0,Original Payment Method,Champion,Evening (3–6 PM),0,0,1570.08,DS005,DA0186
RET0001822,ORD0008850,CUS003655,SKU1090,Meat & Seafood,Mutton,Budget,Delhi,2023-05-11,2023-05,2,Item Missing in Order,Logistics,561.38,82.36,643.74,3,Wallet Credit,Champion,Evening (3–6 PM),0,1,601.22,DS006,DA0158
RET0001823,ORD0008851,CUS002393,SKU1330,Personal Care,Body Wash,Mid,Chennai,2023-06-28,2023-06,1,Wrong Item Delivered,Logistics,472.15,28.72,500.87,2,Wallet Credit,Champion,Morning (9 AM–12 PM),0,0,518.64,DS024,DA0177
RET0001824,ORD0008853,CUS014964,SKU1091,Meat & Seafood,Mutton,Budget,Delhi,2024-01-20,2024-01,0,Damaged Product,Logistics,304.45,84.31,388.76,3,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,322.2,DS003,DA0099
RET0001825,ORD0008854,CUS002535,SKU1131,Frozen Foods,Frozen Vegetables,Mid,Pune,2023-06-21,2023-06,1,Expired or Near-Expiry,Quality,372.59,35.25,407.84,3,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,409.98,DS021,DA0057
RET0001826,ORD0008862,CUS001478,SKU1320,Personal Care,Oral Care,Budget,Chennai,2023-04-24,2023-04,6,Quality Not as Expected,Quality,764.14,79.6,843.74,2,Original Payment Method,Champion,Evening (3–6 PM),0,0,906.09,DS003,DA0060
RET0001827,ORD0008871,CUS010949,SKU1050,Dairy & Eggs,Cheese,Premium,Hyderabad,2023-03-06,2023-03,2,Wrong Item Delivered,Logistics,146.12,60.1,206.22,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,172.32,DS005,DA0007
